year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2021,3,AS,Alaska Airlines Network,BOS,"Boston, MA: Logan International",78.00,9.00,1.76,0.00,6.93,0.00,0.30,3.00,0.00,201.00,41.00,0.00,153.00,0.00,7.00
2021,3,AS,Alaska Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",31.00,3.00,0.14,0.00,2.35,0.00,0.51,1.00,0.00,93.00,7.00,0.00,61.00,0.00,25.00
2021,3,AS,Alaska Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",108.00,6.00,3.80,0.00,0.25,1.00,0.95,0.00,0.00,238.00,131.00,0.00,11.00,22.00,74.00
2021,3,AS,Alaska Airlines Network,DEN,"Denver, CO: Denver International",145.00,18.00,6.47,0.65,6.62,0.00,4.25,7.00,0.00,1453.00,256.00,176.00,750.00,0.00,271.00
2021,3,AS,Alaska Airlines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",125.00,20.00,7.48,1.78,7.73,0.00,3.00,1.00,2.00,979.00,223.00,429.00,259.00,0.00,68.00
2021,3,AS,Alaska Airlines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",26.00,4.00,2.67,0.00,1.33,0.00,0.00,0.00,1.00,111.00,85.00,0.00,26.00,0.00,0.00
2021,3,AS,Alaska Airlines Network,EWR,"Newark, NJ: Newark Liberty International",95.00,7.00,2.07,0.00,2.81,0.00,2.12,1.00,0.00,352.00,187.00,0.00,82.00,0.00,83.00
2021,3,AS,Alaska Airlines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",163.00,30.00,5.82,0.00,19.18,0.00,5.00,0.00,0.00,1304.00,378.00,0.00,595.00,0.00,331.00
2021,3,AS,Alaska Airlines Network,IAD,"Washington, DC: Washington Dulles International",31.00,4.00,1.00,0.00,2.00,0.00,1.00,2.00,0.00,80.00,24.00,0.00,33.00,0.00,23.00
2021,3,AS,Alaska Airlines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",31.00,2.00,1.15,0.00,0.85,0.00,0.00,0.00,0.00,71.00,44.00,0.00,27.00,0.00,0.00
2021,3,AS,Alaska Airlines Network,JFK,"New York, NY: John F. Kennedy International",58.00,8.00,5.81,0.00,2.19,0.00,0.00,0.00,0.00,383.00,337.00,0.00,46.00,0.00,0.00
2021,3,AS,Alaska Airlines Network,LAS,"Las Vegas, NV: McCarran International",356.00,32.00,10.47,2.78,8.39,0.00,10.37,2.00,0.00,1078.00,417.00,149.00,195.00,0.00,317.00
2021,3,AS,Alaska Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",741.00,69.00,20.41,0.00,27.76,1.00,19.83,6.00,1.00,2734.00,1058.00,0.00,693.00,32.00,951.00
2021,3,AS,Alaska Airlines Network,MCO,"Orlando, FL: Orlando International",152.00,18.00,6.42,1.00,8.47,0.00,2.12,0.00,0.00,728.00,328.00,101.00,205.00,0.00,94.00
2021,3,AS,Alaska Airlines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",60.00,8.00,3.00,0.00,2.20,0.00,2.80,0.00,0.00,342.00,200.00,0.00,78.00,0.00,64.00
2021,3,AS,Alaska Airlines Network,ORD,"Chicago, IL: Chicago O'Hare International",163.00,17.00,4.91,0.93,9.29,0.00,1.86,1.00,0.00,707.00,212.00,85.00,340.00,0.00,70.00
2021,3,AS,Alaska Airlines Network,PHL,"Philadelphia, PA: Philadelphia International",31.00,5.00,0.95,0.00,4.05,0.00,0.00,0.00,0.00,168.00,75.00,0.00,93.00,0.00,0.00
2021,3,AS,Alaska Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",396.00,44.00,16.06,0.00,21.64,0.00,6.30,0.00,0.00,1800.00,1106.00,0.00,504.00,0.00,190.00
2021,3,AS,Alaska Airlines Network,SAN,"San Diego, CA: San Diego International",505.00,35.00,12.74,0.00,11.82,0.00,10.44,11.00,1.00,1178.00,559.00,0.00,271.00,0.00,348.00
2021,3,AS,Alaska Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",5209.00,491.00,141.06,6.01,200.17,1.86,141.90,88.00,5.00,25690.00,10172.00,414.00,5406.00,72.00,9626.00
2021,3,AS,Alaska Airlines Network,SFO,"San Francisco, CA: San Francisco International",385.00,25.00,10.11,0.00,4.96,0.00,9.93,17.00,0.00,1247.00,577.00,0.00,166.00,0.00,504.00
2021,3,AS,Alaska Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",29.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,26.00,0.00,0.00,0.00,0.00
2021,3,AS,Alaska Airlines Network,TPA,"Tampa, FL: Tampa International",95.00,8.00,1.97,0.00,5.15,0.00,0.87,0.00,0.00,275.00,107.00,0.00,141.00,0.00,27.00
2021,3,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",192.00,15.00,9.85,1.00,2.46,0.00,1.69,2.00,1.00,830.00,627.00,44.00,66.00,0.00,93.00
2021,3,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",190.00,23.00,11.61,0.00,10.12,0.00,1.27,1.00,0.00,898.00,579.00,0.00,276.00,0.00,43.00
2021,3,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",52.00,6.00,1.61,0.00,3.13,0.00,1.26,0.00,1.00,370.00,116.00,0.00,71.00,0.00,183.00
2021,3,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",1794.00,188.00,99.72,1.25,33.09,1.09,52.85,11.00,4.00,11323.00,6515.00,97.00,999.00,54.00,3658.00
2021,3,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",8.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00,52.00,0.00,0.00,0.00,0.00
2021,3,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",224.00,34.00,17.05,0.00,4.99,0.14,11.83,4.00,0.00,2101.00,1026.00,0.00,109.00,14.00,952.00
2021,3,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",55.00,10.00,2.45,0.00,5.92,0.00,1.64,5.00,0.00,339.00,139.00,0.00,144.00,0.00,56.00
2021,3,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",37.00,8.00,2.43,0.00,5.57,0.00,0.00,0.00,0.00,404.00,200.00,0.00,204.00,0.00,0.00
2021,3,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",16.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,65.00,0.00,0.00,0.00,0.00
2021,3,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",924.00,128.00,65.36,0.76,32.31,1.42,28.15,2.00,0.00,6242.00,3490.00,32.00,986.00,27.00,1707.00
2021,3,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1478.00,163.00,78.56,0.21,47.29,0.00,36.94,3.00,0.00,8718.00,4688.00,13.00,1602.00,0.00,2415.00
2021,3,B6,JetBlue Airways,IAH,"Houston, TX: George Bush Intercontinental/Houston",37.00,8.00,0.68,0.00,6.70,0.00,0.62,0.00,0.00,347.00,38.00,0.00,240.00,0.00,69.00
2021,3,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",1585.00,173.00,93.34,0.98,35.02,2.20,41.46,6.00,4.00,9188.00,5163.00,198.00,1135.00,69.00,2623.00
2021,3,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",143.00,24.00,8.55,1.00,8.17,0.00,6.28,0.00,0.00,1538.00,609.00,41.00,291.00,0.00,597.00
2021,3,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",586.00,33.00,14.75,0.00,14.34,0.00,3.91,6.00,1.00,2026.00,1341.00,0.00,406.00,0.00,279.00
2021,3,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",125.00,14.00,2.50,0.00,2.93,0.00,8.57,1.00,1.00,779.00,70.00,0.00,82.00,0.00,627.00
2021,3,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1087.00,128.00,73.10,0.47,27.47,0.00,26.97,2.00,0.00,7460.00,4881.00,27.00,796.00,0.00,1756.00
2021,3,B6,JetBlue Airways,MIA,"Miami, FL: Miami International",396.00,31.00,13.72,0.00,11.58,0.00,5.71,1.00,0.00,1254.00,755.00,0.00,292.00,0.00,207.00
2021,3,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",56.00,6.00,2.57,0.00,2.70,0.00,0.73,0.00,0.00,248.00,71.00,0.00,148.00,0.00,29.00
2021,3,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",202.00,44.00,23.87,0.00,9.85,1.00,9.28,0.00,0.00,2180.00,1317.00,0.00,257.00,15.00,591.00
2021,3,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",81.00,14.00,3.32,0.37,8.47,0.53,1.32,0.00,1.00,564.00,234.00,49.00,222.00,9.00,50.00
2021,3,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",62.00,3.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,73.00,19.00,0.00,54.00,0.00,0.00
2021,3,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",25.00,5.00,4.91,0.00,0.00,0.09,0.00,0.00,0.00,201.00,195.00,0.00,0.00,6.00,0.00
2021,3,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",165.00,5.00,1.41,1.00,1.59,0.00,1.00,1.00,0.00,213.00,37.00,56.00,28.00,0.00,92.00
2021,3,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",140.00,14.00,4.94,0.00,7.34,1.00,0.72,0.00,1.00,522.00,240.00,0.00,189.00,20.00,73.00
2021,3,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",460.00,47.00,26.89,0.00,12.26,0.00,7.85,3.00,1.00,2282.00,1451.00,0.00,323.00,0.00,508.00
2021,3,C5,"Commutair Aka Champlain Enterprises, Inc.",BNA,"Nashville, TN: Nashville International",7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,3,C5,"Commutair Aka Champlain Enterprises, Inc.",DEN,"Denver, CO: Denver International",52.00,17.00,2.59,0.00,10.58,0.00,3.82,0.00,0.00,1237.00,306.00,0.00,564.00,0.00,367.00
2021,3,C5,"Commutair Aka Champlain Enterprises, Inc.",EWR,"Newark, NJ: Newark Liberty International",159.00,34.00,9.54,0.86,5.90,0.00,17.71,2.00,2.00,4712.00,839.00,1010.00,174.00,0.00,2689.00
2021,3,C5,"Commutair Aka Champlain Enterprises, Inc.",IAD,"Washington, DC: Washington Dulles International",412.00,44.00,18.37,3.77,8.91,0.00,12.95,1.00,0.00,7159.00,4926.00,361.00,300.00,0.00,1572.00
2021,3,C5,"Commutair Aka Champlain Enterprises, Inc.",IAH,"Houston, TX: George Bush Intercontinental/Houston",2094.00,291.00,58.19,22.55,79.12,0.00,131.14,8.00,5.00,21416.00,5095.00,2582.00,2923.00,0.00,10816.00
2021,3,C5,"Commutair Aka Champlain Enterprises, Inc.",PHL,"Philadelphia, PA: Philadelphia International",7.00,2.00,0.66,0.00,0.34,0.00,1.00,0.00,0.00,135.00,51.00,0.00,26.00,0.00,58.00
2021,3,DL,Delta Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",13651.00,904.00,306.83,21.16,381.74,7.01,187.26,23.00,8.00,66250.00,38836.00,1849.00,12820.00,350.00,12395.00
2021,3,DL,Delta Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",629.00,65.00,29.62,1.29,26.93,0.00,7.17,0.00,0.00,3952.00,2537.00,375.00,746.00,0.00,294.00
2021,3,DL,Delta Air Lines Network,BNA,"Nashville, TN: Nashville International",405.00,26.00,10.27,0.55,7.07,0.00,8.11,0.00,1.00,1852.00,852.00,16.00,352.00,0.00,632.00
2021,3,DL,Delta Air Lines Network,BOS,"Boston, MA: Logan International",935.00,63.00,31.55,0.91,14.90,0.00,15.63,2.00,0.00,3514.00,1656.00,36.00,546.00,0.00,1276.00
2021,3,DL,Delta Air Lines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",309.00,17.00,7.22,1.08,6.53,1.00,1.18,0.00,0.00,756.00,271.00,92.00,328.00,26.00,39.00
2021,3,DL,Delta Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",326.00,25.00,10.68,0.00,10.69,0.00,3.64,0.00,2.00,1284.00,546.00,0.00,471.00,0.00,267.00
2021,3,DL,Delta Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",402.00,30.00,19.61,0.99,5.90,0.00,3.50,2.00,0.00,1738.00,1325.00,63.00,267.00,0.00,83.00
2021,3,DL,Delta Air Lines Network,DEN,"Denver, CO: Denver International",819.00,62.00,18.66,7.90,31.37,0.00,4.07,44.00,5.00,4013.00,1976.00,611.00,1260.00,0.00,166.00
2021,3,DL,Delta Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",690.00,89.00,35.75,1.08,45.23,0.00,6.94,1.00,6.00,7602.00,3548.00,30.00,3545.00,0.00,479.00
2021,3,DL,Delta Air Lines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",3247.00,143.00,63.70,2.33,40.68,1.00,35.29,6.00,1.00,10062.00,6331.00,162.00,1211.00,37.00,2321.00
2021,3,DL,Delta Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",265.00,20.00,13.03,0.40,4.67,0.00,1.90,0.00,0.00,1099.00,718.00,18.00,265.00,0.00,98.00
2021,3,DL,Delta Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1248.00,94.00,39.50,1.68,34.99,1.00,16.83,2.00,1.00,5871.00,3140.00,114.00,1151.00,27.00,1439.00
2021,3,DL,Delta Air Lines Network,IAD,"Washington, DC: Washington Dulles International",172.00,12.00,6.46,0.55,3.38,0.00,1.61,0.00,0.00,575.00,383.00,49.00,105.00,0.00,38.00
2021,3,DL,Delta Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",369.00,31.00,14.30,0.88,13.02,0.25,2.55,0.00,0.00,2512.00,1866.00,42.00,464.00,17.00,123.00
2021,3,DL,Delta Air Lines Network,JFK,"New York, NY: John F. Kennedy International",1591.00,109.00,58.02,0.00,23.39,1.00,26.60,5.00,1.00,9827.00,7447.00,0.00,839.00,59.00,1482.00
2021,3,DL,Delta Air Lines Network,LAS,"Las Vegas, NV: McCarran International",945.00,49.00,17.09,0.00,27.15,0.00,4.76,0.00,0.00,2659.00,1699.00,0.00,767.00,0.00,193.00
2021,3,DL,Delta Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2054.00,173.00,52.26,0.61,96.62,0.00,23.51,5.00,0.00,10590.00,6023.00,67.00,2857.00,0.00,1643.00
2021,3,DL,Delta Air Lines Network,LGA,"New York, NY: LaGuardia",1157.00,81.00,43.72,0.44,16.17,0.00,20.66,12.00,6.00,5393.00,3059.00,24.00,586.00,0.00,1724.00
2021,3,DL,Delta Air Lines Network,MCO,"Orlando, FL: Orlando International",1689.00,142.00,67.58,3.73,54.21,0.00,16.47,7.00,1.00,6952.00,4585.00,261.00,1541.00,0.00,565.00
2021,3,DL,Delta Air Lines Network,MIA,"Miami, FL: Miami International",873.00,63.00,22.90,1.69,27.93,2.09,8.40,0.00,0.00,3252.00,1688.00,74.00,960.00,132.00,398.00
2021,3,DL,Delta Air Lines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",3478.00,225.00,94.33,4.41,80.05,1.00,45.20,12.00,2.00,16532.00,9845.00,219.00,2419.00,40.00,4009.00
2021,3,DL,Delta Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",322.00,38.00,16.17,2.36,16.83,0.00,2.64,0.00,0.00,1917.00,1150.00,105.00,567.00,0.00,95.00
2021,3,DL,Delta Air Lines Network,PHL,"Philadelphia, PA: Philadelphia International",260.00,15.00,10.28,0.47,4.25,0.00,0.00,0.00,0.00,1099.00,900.00,16.00,183.00,0.00,0.00
2021,3,DL,Delta Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",894.00,105.00,39.42,2.78,56.63,0.00,6.16,4.00,0.00,4550.00,2139.00,347.00,1767.00,0.00,297.00
2021,3,DL,Delta Air Lines Network,SAN,"San Diego, CA: San Diego International",494.00,30.00,15.35,1.00,11.70,0.00,1.96,4.00,0.00,992.00,573.00,34.00,315.00,0.00,70.00
2021,3,DL,Delta Air Lines Network,SEA,"Seattle, WA: Seattle/Tacoma International",1721.00,96.00,52.01,1.51,29.22,0.00,13.27,1.00,2.00,7425.00,5532.00,50.00,809.00,0.00,1034.00
2021,3,DL,Delta Air Lines Network,SFO,"San Francisco, CA: San Francisco International",542.00,26.00,10.86,2.75,6.04,0.00,6.35,0.00,0.00,2472.00,659.00,900.00,311.00,0.00,602.00
2021,3,DL,Delta Air Lines Network,SLC,"Salt Lake City, UT: Salt Lake City International",3864.00,231.00,111.00,8.84,52.80,1.00,57.36,11.00,2.00,21514.00,14079.00,691.00,1553.00,20.00,5171.00
2021,3,DL,Delta Air Lines Network,TPA,"Tampa, FL: Tampa International",1124.00,90.00,39.36,4.14,35.73,0.00,10.77,4.00,0.00,3914.00,2135.00,213.00,1091.00,0.00,475.00
2021,3,F9,Frontier Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",306.00,41.00,14.10,0.00,18.16,0.00,8.74,4.00,0.00,1941.00,813.00,0.00,532.00,0.00,596.00
2021,3,F9,Frontier Airlines,AUS,"Austin, TX: Austin - Bergstrom International",60.00,5.00,1.40,0.00,1.00,0.00,2.60,3.00,0.00,270.00,74.00,0.00,31.00,0.00,165.00
2021,3,F9,Frontier Airlines,BNA,"Nashville, TN: Nashville International",53.00,7.00,3.46,0.00,3.54,0.00,0.00,2.00,0.00,185.00,105.00,0.00,80.00,0.00,0.00
2021,3,F9,Frontier Airlines,BOS,"Boston, MA: Logan International",42.00,2.00,1.33,0.00,0.00,0.00,0.67,0.00,0.00,47.00,35.00,0.00,0.00,0.00,12.00
2021,3,F9,Frontier Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",45.00,2.00,0.00,0.00,1.25,0.00,0.75,1.00,0.00,47.00,0.00,0.00,23.00,0.00,24.00
2021,3,F9,Frontier Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",72.00,12.00,3.77,0.80,5.75,0.00,1.68,3.00,0.00,521.00,159.00,24.00,185.00,0.00,153.00
2021,3,F9,Frontier Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",62.00,4.00,0.77,0.00,1.89,0.00,1.34,5.00,0.00,239.00,41.00,0.00,131.00,0.00,67.00
2021,3,F9,Frontier Airlines,DEN,"Denver, CO: Denver International",1667.00,166.00,48.17,6.73,61.99,0.00,49.11,153.00,0.00,11554.00,3452.00,1286.00,3145.00,0.00,3671.00
2021,3,F9,Frontier Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",117.00,16.00,3.19,0.25,10.43,0.00,2.13,5.00,0.00,1002.00,153.00,18.00,774.00,0.00,57.00
2021,3,F9,Frontier Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",62.00,7.00,3.98,0.00,3.02,0.00,0.00,1.00,0.00,225.00,148.00,0.00,77.00,0.00,0.00
2021,3,F9,Frontier Airlines,EWR,"Newark, NJ: Newark Liberty International",168.00,44.00,15.10,0.00,17.89,0.00,11.02,0.00,0.00,2638.00,1279.00,0.00,589.00,0.00,770.00
2021,3,F9,Frontier Airlines,IAD,"Washington, DC: Washington Dulles International",14.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,127.00,127.00,0.00,0.00,0.00,0.00
2021,3,F9,Frontier Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",100.00,16.00,4.89,0.00,10.17,0.00,0.94,5.00,0.00,457.00,177.00,0.00,251.00,0.00,29.00
2021,3,F9,Frontier Airlines,LAS,"Las Vegas, NV: McCarran International",988.00,136.00,36.04,2.83,54.47,0.00,42.67,9.00,1.00,5839.00,1402.00,147.00,1962.00,0.00,2328.00
2021,3,F9,Frontier Airlines,LAX,"Los Angeles, CA: Los Angeles International",130.00,9.00,1.04,0.00,2.00,0.00,5.96,6.00,0.00,481.00,72.00,0.00,61.00,0.00,348.00
2021,3,F9,Frontier Airlines,LGA,"New York, NY: LaGuardia",91.00,10.00,7.88,0.00,2.00,0.00,0.12,0.00,0.00,291.00,217.00,0.00,72.00,0.00,2.00
2021,3,F9,Frontier Airlines,MCO,"Orlando, FL: Orlando International",1494.00,271.00,72.78,1.83,130.43,0.00,65.96,8.00,2.00,13138.00,4077.00,70.00,4834.00,0.00,4157.00
2021,3,F9,Frontier Airlines,MIA,"Miami, FL: Miami International",423.00,65.00,15.88,0.44,32.12,0.00,16.56,3.00,0.00,3243.00,1069.00,32.00,1135.00,0.00,1007.00
2021,3,F9,Frontier Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",76.00,12.00,6.99,0.00,3.32,0.00,1.70,2.00,0.00,738.00,389.00,0.00,173.00,0.00,176.00
2021,3,F9,Frontier Airlines,ORD,"Chicago, IL: Chicago O'Hare International",237.00,35.00,8.90,1.15,17.46,0.00,7.48,4.00,0.00,2019.00,407.00,52.00,646.00,0.00,914.00
2021,3,F9,Frontier Airlines,PHL,"Philadelphia, PA: Philadelphia International",426.00,63.00,21.89,0.00,23.22,0.00,17.89,2.00,0.00,2918.00,1106.00,0.00,873.00,0.00,939.00
2021,3,F9,Frontier Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",377.00,33.00,7.13,0.93,14.58,0.00,10.37,12.00,1.00,1391.00,264.00,40.00,384.00,0.00,703.00
2021,3,F9,Frontier Airlines,SAN,"San Diego, CA: San Diego International",169.00,8.00,4.14,0.00,1.49,0.00,2.37,7.00,1.00,401.00,218.00,0.00,38.00,0.00,145.00
2021,3,F9,Frontier Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",39.00,3.00,1.70,0.00,1.30,0.00,0.00,2.00,0.00,66.00,38.00,0.00,28.00,0.00,0.00
2021,3,F9,Frontier Airlines,SFO,"San Francisco, CA: San Francisco International",126.00,6.00,3.07,0.00,1.93,0.00,1.00,4.00,0.00,148.00,87.00,0.00,30.00,0.00,31.00
2021,3,F9,Frontier Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",134.00,17.00,9.73,0.76,3.55,0.00,2.97,10.00,2.00,1021.00,512.00,22.00,120.00,0.00,367.00
2021,3,F9,Frontier Airlines,TPA,"Tampa, FL: Tampa International",311.00,39.00,14.19,0.00,13.93,0.00,10.88,2.00,0.00,2285.00,946.00,0.00,618.00,0.00,721.00
2021,3,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International",78.00,18.00,5.82,1.00,8.49,0.00,2.69,0.00,0.00,635.00,212.00,16.00,270.00,0.00,137.00
2021,3,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International",175.00,31.00,4.88,0.83,5.53,0.00,19.76,3.00,1.00,2647.00,446.00,105.00,368.00,0.00,1728.00
2021,3,G4,Allegiant Air,BOS,"Boston, MA: Logan International",42.00,3.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,431.00,343.00,88.00,0.00,0.00,0.00
2021,3,G4,Allegiant Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",35.00,4.00,1.00,0.00,0.18,0.00,2.82,0.00,1.00,452.00,174.00,0.00,12.00,0.00,266.00
2021,3,G4,Allegiant Air,DEN,"Denver, CO: Denver International",26.00,3.00,1.00,0.00,2.00,0.00,0.00,2.00,0.00,67.00,16.00,0.00,51.00,0.00,0.00
2021,3,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",41.00,4.00,4.00,0.00,0.00,0.00,0.00,1.00,0.00,285.00,285.00,0.00,0.00,0.00,0.00
2021,3,G4,Allegiant Air,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",355.00,74.00,18.57,1.00,29.63,1.03,23.77,8.00,0.00,5372.00,1610.00,20.00,1222.00,73.00,2447.00
2021,3,G4,Allegiant Air,LAS,"Las Vegas, NV: McCarran International",801.00,131.00,34.78,2.33,28.29,0.31,65.29,3.00,0.00,10957.00,4163.00,91.00,1087.00,31.00,5585.00
2021,3,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International",103.00,19.00,5.50,1.17,1.96,0.74,9.63,0.00,0.00,1849.00,608.00,93.00,121.00,26.00,1001.00
2021,3,G4,Allegiant Air,MDW,"Chicago, IL: Chicago Midway International",41.00,10.00,3.88,1.00,3.45,0.00,1.67,1.00,0.00,456.00,170.00,55.00,91.00,0.00,140.00
2021,3,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International",14.00,3.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,116.00,0.00,0.00,19.00,0.00,97.00
2021,3,G7,GoJet Airlines LLC d/b/a United Express,BNA,"Nashville, TN: Nashville International",15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,3,G7,GoJet Airlines LLC d/b/a United Express,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",31.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,185.00,0.00,0.00,0.00,0.00,185.00
2021,3,G7,GoJet Airlines LLC d/b/a United Express,CLT,"Charlotte, NC: Charlotte Douglas International",60.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,1.00,172.00,0.00,0.00,172.00,0.00,0.00
2021,3,G7,GoJet Airlines LLC d/b/a United Express,DTW,"Detroit, MI: Detroit Metro Wayne County",62.00,6.00,2.71,0.00,1.35,0.00,1.95,0.00,0.00,501.00,255.00,0.00,43.00,0.00,203.00
2021,3,G7,GoJet Airlines LLC d/b/a United Express,EWR,"Newark, NJ: Newark Liberty International",453.00,25.00,6.14,0.00,4.32,0.00,14.54,3.00,1.00,1979.00,446.00,0.00,110.00,0.00,1423.00
2021,3,G7,GoJet Airlines LLC d/b/a United Express,ORD,"Chicago, IL: Chicago O'Hare International",1415.00,143.00,26.80,3.71,87.90,0.00,24.59,9.00,2.00,13320.00,2750.00,255.00,7642.00,0.00,2673.00
2021,3,G7,GoJet Airlines LLC d/b/a United Express,PHL,"Philadelphia, PA: Philadelphia International",31.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,67.00,67.00,0.00,0.00,0.00,0.00
2021,3,HA,Hawaiian Airlines Network,BOS,"Boston, MA: Logan International",9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,3,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",13.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,155.00,155.00,0.00,0.00,0.00,0.00
2021,3,HA,Hawaiian Airlines Network,LAS,"Las Vegas, NV: McCarran International",40.00,7.00,6.92,0.00,0.08,0.00,0.00,0.00,0.00,175.00,173.00,0.00,2.00,0.00,0.00
2021,3,HA,Hawaiian Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",83.00,20.00,16.52,0.00,0.00,1.82,1.66,0.00,0.00,869.00,752.00,0.00,0.00,50.00,67.00
